Name;Value;Language
"hybrid_auth.password_generated";"يسعدنا إخبارك بأنه تم تسجيلك بنجاح في المتجر. تم إنشاء كلمة مرور لك";"ar"
"hybrid_auth.providers";"الموفرون";"ar"
"hybrid_auth.provider_error_configuration";"لم يتم تكوين الموفر بشكل صحيح";"ar"
"hybrid_auth.provider_not_found";"الموفر [provider] غير موجود";"ar"
"hybrid_auth.social_login";"أو تسجيل الدخول مع مزود هوية آخر";"ar"
"hybrid_auth.specify_email";"حدد البريد الإلكتروني";"ar"
"hybrid_auth.specify_email_title";"لم يتم تحديد البريد الإلكتروني.";"ar"
"hybrid_auth.text_connect_social";"<p> المستخدم الذي لديه البريد الإلكتروني المحدد أثناء تسجيل الدخول الاجتماعي موجود بالفعل. </ p> <p> إذا كنت تريد تعيين حساب شبكة اجتماعية للمستخدم المسجل ، فيرجى تسجيل الدخول. </p>";"ar"
"hybrid_auth.text_link_provider";"قم بتعيين حساب الشبكة الاجتماعية الخاص بك لهذا الحساب واستخدمه لتسجيل الدخول";"ar"
"hybrid_auth.text_specify_email";"<p> عند تسجيل الدخول عبر شبكة التواصل الاجتماعي ، لم يتم تحديد البريد الإلكتروني. </ p> <p> الرجاء إدخال بريدك الإلكتروني والنقر فوق متابعة. </p>";"ar"
"hybrid_auth.text_user_is_already_link";"حساب الشبكة الاجتماعية هذا قيد الاستخدام بالفعل";"ar"
"hybrid_auth.unspecified_error";"خطأ غير محدد";"ar"
"hybrid_auth.wrong_provider";"مزود غير معروف أو معطل";"ar"
"hybrid_auth_menu_description";"ربط المستخدمين عبر Facebook وTwitter وGoogle وما إلى ذلك.";"ar"
"I25";"Interleaved 2 of 5 is based on Standard 2 of 5 symbology.<br/>Interleaved 2 of 5 is designed to encode only 10 digits.";"ar"
"icon";"الأيقونة";"ar"
"id";"المعرف";"ar"
"identifier";"معرف PayBox";"ar"
"iframe_mode";"شكل الـ iFrame";"ar"
"illegal_item_weight";"وزن العنصر الغير شرعي";"ar"
"image";"الصورة";"ar"
"images";"الصور";"ar"
"images_delimiter";"محدد الصور";"ar"
"images_directory";"مجلد الصور";"ar"
"image_file_size_set_to_server_setting";"تم ضبط حجم ملف الصورة على [file_size] ميغابايت. هذا هو أكبر حجم للملف تسمح به إعدادات الخادم.";"ar"
"image_has_been_deleted";"تم حذف هذه الصورة";"ar"
"image_pair";"أزواج الصور";"ar"
"image_url";"رابط الصورة";"ar"
"image_verification";"التحقق بالصورة";"ar"
"image_verification_body";"اكتب الحروف/الأرقام بالصورة أعلاه &uarr;";"ar"
"image_verification_label";"التحقق بالصورة";"ar"
"immediately";"فوراً";"ar"
"imperial_units";"إمبراطوري (بوصة ، رطل)";"ar"
"import";"استيراد";"ar"
"important";"هام";"ar"
"important_currency_text";"عند إخفاء أو تعطيل أو حذف عملة افتراضية لإحدى واجهات المتجر ، تأكد من تحديث قيمة الإعداد الافتراضي للعملة <b>للواجهة الأمامية في</b> إعدادات ←</a><a href=""[link]"">";"ar"
"important_language_text";"عند إخفاء لغة افتراضية لإحدى واجهات المتجر أو تعطيلها أو حذفها ، تأكد من تحديث قيمة إعداد <b>اللغة الافتراضية للواجهة الأمامية</b> في <a href=""[link]"">الإعدادات ← المظهر</a>.";"ar"
"importing_data";"بيانات الاستيراد";"ar"
"import_data";"استيراد البيانات";"ar"
"import_data_menu_description";"استيراد المنتجات والأوامر والمستخدمين والمزيد.";"ar"
"import_errors";"أخطاء الاستيراد";"ar"
"import_layout";"استيراد التخطيط";"ar"
"import_locations";"استيراد المناطق";"ar"
"import_new_vendor";"[n] بائع جديد تم إنشاؤه أثناء عملية الاستيراد. هذا المورد فقط يحتوي على اسم حتى الآن. الرجاء تحرير المورد الجديد لإضافة معلومات أخرى. | [n] بائعين جدد تم إنشاؤها أثناء عملية الاستيراد. هؤلاء البائعين فقط بأسماء حتى الآن. الرجاء تحرير البائعين جديد لإضافة معلومات أخرى.";"ar"
"import_options";"خيارات الاستيراد";"ar"
"import_products";"استيراد المنتجات";"ar"
"import_results";"نتائج الاستيراد";"ar"
"in";"في";"ar"
"included";"متضمن";"ar"
"include_cvn";"تضمين CVN";"ar"
"including_discount";"الخصم";"ar"
"including_tax";"الضريبة";"ar"
"income";"الدخل";"ar"
"incompleted";"غير مكتمل";"ar"
"incompleted_orders";"الطلبات الغير مكتملة";"ar"
"incorrect_filling_message";"رسالة خاطئة";"ar"
"incorrect_po_pack_structure_file_not_exist";"بنية الحزمة التي تحتوي على ملفات ترجمة "".po"" الموجودة في <b> ""[pack_path]"" </b> غير صحيحة. الملف <b> ""[po_file]"" </b> غير موجود.";"ar"
"incorrect_price_warning";"لم يتم إضافة المنتج لسلّة التسوق. نرجو إدخال السعر الصحيح.";"ar"
"increase";"زيادة";"ar"
"inc_tax";"الضريبة الزائدة";"ar"
"index";"الصفحة الرئيسية";"ar"
"individual";"فردي";"ar"
"information";"معلومات";"ar"
"information_file_roobots";"A robots.txt file was detected. The changes you make here won't take effect until you delete the existing <b>robots.txt</b> file from the root directory of your store.";"ar"
"inner_hint";"تلميح باطني";"ar"
"input_field";"حقل إدخال";"ar"
"insert_block";"إضافة كتلة";"ar"
"insert_grid";"إضافة شبكة";"ar"
"insert_image";"إدراج صورة";"ar"
"install";"تركيب";"ar"
"installation_id";"معرف التركيب";"ar"
"installed";"مركب";"ar"
"installed_addons";"الوظائف الإضافية المثبتة";"ar"
"installed_date";"تاريخ التثبيت";"ar"
"installed_languages";"مركبة";"ar"
"installed_themes";"الاشكال المثبتة";"ar"
"installed_upgrades";"الترقيات المركبة";"ar"
"installed_version";"النسخة المثبتة";"ar"
"installer_complete_title";"تم التركيب بنجاح";"ar"
"install_addon_text";"يمكنكم تركيب إضافة عبر اختيار ملف مضغوط بالنسق [exts] ثم النقر على رفع وتركيب.";"ar"
"install_date";"تاريخ التثبيت";"ar"
"install_theme_text";"يمكنكم رفع وتركيب ثيم جديد من ملف مضغوط بالنسق tgz أو gz أو zip ثم النقر على <strong>رفع</strong>.";"ar"
"install_upgrade_package_text";"يمكنك تحميل حزمة ترقية يدوياً من الجهاز المحلي، الملقم الخاص بك، أو من موقع بعيد. تحديد موقع أرشيف تنسيق [exts]، ثم انقر فوق <strong>تحميل</strong>.";"ar"
"internal_feature_group_name_tooltip";"يظهر هذا الاسم فقط في لوحة الإدارة لمساعدتك على التمييز بين مجموعات الميزات المتعددة التي لها نفس الاسم المعروض.";"ar"
"internal_feature_name_tooltip";"يظهر هذا الاسم فقط في لوحة الإدارة لمساعدتك على التمييز بين الميزات المتعددة التي لها نفس الاسم المعروض.";"ar"
"internal_option_name";"اسم الداخلي";"ar"
"internal_option_name_tooltip";"يظهر هذا الاسم فقط في لوحة الإدارة لمساعدتك على التمييز بين الخيارات المتعددة التي لها نفس الاسم المعروض.";"ar"
"internal_template.vendor_communication_message_received";"تم استلام رسالة جديدة";"ar"
"internal_template.vendor_data_premoderation_product_approved";"الإشراف المسبق على بيانات البائع: تمت الموافقة على منتجك";"ar"
"internal_template.vendor_data_premoderation_product_disapproved";"الإشراف المسبق على بيانات البائع: تم رفض منتجك";"ar"
"internal_template.vendor_debt_payout_internal_admin_notification_vendor_status_changed_to_disabled";"إخطارات المدفوعات من البائع إلى المسؤول";"ar"
"internal_template.vendor_debt_payout_internal_admin_notification_vendor_status_changed_to_suspended";"إخطارات المدفوعات من البائع إلى المسؤول";"ar"
"internal_template.vendor_debt_payout_negative_balance_reached";"تسجيل دخول البائع: الديون وفترة السماح";"ar"
"internal_template.vendor_debt_payout_vendor_days_before_suspended";"إخطارات المدفوعات من البائع إلى المسؤول";"ar"
"internal_templates";"قوالب الإخطار في الموقع";"ar"
"internal_template_exists";"نموذج الإخطار في الموقع بالرمز المختار موجود بالفعل ، يرجى تجربة نموذج آخر.";"ar"
"internal_template_import_success_msg";"تم استيراد جميع قوالب الإشعارات في الموقع بدون أخطاء.";"ar"
"international_settings";"الإعدادات الدولية";"ar"
"international_usps";"International U.S.P.S.";"ar"
"invalid_ftp_access";"وصول غير صحيح للـ FTP";"ar"
"invalid_value_for_grid_with_content";"لا يمكن تعيين هذه القيمة لأن المحتوى لا يتناسب مع عرض الشبكة. قم بتحرير محتوى الشبكة وحاول مرة أخرى.";"ar"
"inventory";"المخزون";"ar"
"inventory_tracking";"المخزون";"ar"
"invitees";"المدعوين";"ar"
"invite_vendors";"دعوة البائعين";"ar"
"invite_vendors_enter_emails";"رسائل البريد الإلكتروني حيث لإرسال الدعوات";"ar"
"invite_vendors_title";"ادعُ الأشخاص للتسجيل كبائعين في السوق الخاص بك";"ar"
"invoice";"فاتورة";"ar"
"invoices";"الفواتير";"ar"
"invoice_credit_memo";"مذكرة الفاتورة/الرصيد";"ar"
"invoice_heading";"فاتورة";"ar"
"invoice_id";"معرف الفاتورة";"ar"
"invoice_pdf";"الفاتورة (PDF)";"ar"
"invoice_title";"<b>فاتورة</b>";"ar"
"in_progress";"جار المعالجة";"ar"
"in_stock";"متوفر بالمخزون";"ar"
"ip";"الآي بي";"ar"
"ips";"IPs";"ar"
"ip_address";"عنوان الآي بي";"ar"
"ip_from";"IP من";"ar"
"ip_to";"الى IP";"ar"
"issuer_id";"معرف المُصدر";"ar"
"is_address_required";"يجب على العميل تحديد عنوانه";"ar"
"is_back_in_stock";"متوفر بالمخزون!";"ar"
"is_default_storefront";"واجهة المحل الافتراضية";"ar"
"is_pbp";"السماح بالدفع بواسطة النقاط";"ar"
"italian";"إيطالي";"ar"
